STATE,CONTAMINANT,MEDIAN_PPT
MO,PFHxA,0.0
MO,PFHxS,0.0
MO,PFMBA,0.0
MO,PFMPA,0.0
MO,PFNA,0.0
MO,PFOA,0.0
MO,PFOS,0.0
MO,PFPeA,0.0
MO,PFPeS,0.0
MO,PFTA,0.0
MO,PFTrDA,0.0
MO,PFUnA,0.0
MP,11Cl-PF3OUDS,0.0
MP,4:2 FTS,0.0
MP,6:2 FTS,0.0
MP,8:2 FTS,0.0
MP,9Cl-PF3ONS,0.0
MP,ADONA,0.0
MP,HFPO-DA,0.0
MP,NETFOSAA,0.0
MP,NFDHA,0.0
MP,NMEFOSAA,0.0
MP,PFBA,0.0
MP,PFBS,0.0
MP,PFDA,0.0
MP,PFDoA,0.0
MP,PFEESA,0.0
MP,PFHpA,0.0
MP,PFHpS,0.0
MP,PFHxA,0.0
MP,PFHxS,0.0
MP,PFMBA,0.0
MP,PFMPA,0.0
MP,PFNA,0.0
MP,PFOA,0.0
MP,PFOS,0.0
MP,PFPeA,0.0
MP,PFPeS,0.0
MP,PFTA,0.0
MP,PFTrDA,0.0
MP,PFUnA,0.0
MS,11Cl-PF3OUDS,0.0
MS,4:2 FTS,0.0
MS,6:2 FTS,0.0
MS,8:2 FTS,0.0
MS,9Cl-PF3ONS,0.0
MS,ADONA,0.0
MS,HFPO-DA,0.0
MS,NETFOSAA,0.0
MS,NFDHA,0.0
MS,NMEFOSAA,0.0
MS,PFBA,0.0
MS,PFBS,0.0
MS,PFDA,0.0
MS,PFDoA,0.0
MS,PFEESA,0.0
MS,PFHpA,0.0
MS,PFHpS,0.0
MS,PFHxA,0.0
MS,PFHxS,0.0
MS,PFMBA,0.0
MS,PFMPA,0.0
MS,PFNA,0.0
MS,PFOA,0.0
MS,PFOS,0.0
MS,PFPeA,0.0
MS,PFPeS,0.0
MS,PFTA,0.0
MS,PFTrDA,0.0
MS,PFUnA,0.0
MT,11Cl-PF3OUDS,0.0
MT,4:2 FTS,0.0
MT,6:2 FTS,0.0
MT,8:2 FTS,0.0
MT,9Cl-PF3ONS,0.0
MT,ADONA,0.0
MT,HFPO-DA,0.0
MT,NETFOSAA,0.0
MT,NFDHA,0.0
MT,NMEFOSAA,0.0
MT,PFBA,0.0
MT,PFBS,0.0
MT,PFDA,0.0
MT,PFDoA,0.0
MT,PFEESA,0.0
MT,PFHpA,0.0
MT,PFHpS,0.0
MT,PFHxA,0.0
MT,PFHxS,0.0
MT,PFMBA,0.0
MT,PFMPA,0.0
MT,PFNA,0.0
MT,PFOA,0.0
MT,PFOS,0.0
MT,PFPeA,0.0
MT,PFPeS,0.0
MT,PFTA,0.0
MT,PFTrDA,0.0
MT,PFUnA,0.0
NC,11Cl-PF3OUDS,0.0
NC,4:2 FTS,0.0
NC,6:2 FTS,0.0
NC,8:2 FTS,0.0
NC,9Cl-PF3ONS,0.0
NC,ADONA,0.0
NC,HFPO-DA,0.0
NC,NETFOSAA,0.0
NC,NFDHA,0.0
NC,NMEFOSAA,0.0
NC,PFBA,0.0
NC,PFBS,0.0
NC,PFDA,0.0
NC,PFDoA,0.0
NC,PFEESA,0.0
NC,PFHpA,0.0
NC,PFHpS,0.0
NC,PFHxA,0.0
NC,PFHxS,0.0
NC,PFMBA,0.0
NC,PFMPA,0.0
NC,PFNA,0.0
NC,PFOA,0.0
NC,PFOS,0.0
NC,PFPeA,0.0
NC,PFPeS,0.0
NC,PFTA,0.0
NC,PFTrDA,0.0
NC,PFUnA,0.0
ND,11Cl-PF3OUDS,0.0
ND,4:2 FTS,0.0
ND,6:2 FTS,0.0
ND,8:2 FTS,0.0
ND,9Cl-PF3ONS,0.0
ND,ADONA,0.0
ND,HFPO-DA,0.0
ND,NETFOSAA,0.0
ND,NFDHA,0.0
ND,NMEFOSAA,0.0
ND,PFBA,0.0
ND,PFBS,0.0
ND,PFDA,0.0
ND,PFDoA,0.0
ND,PFEESA,0.0
ND,PFHpA,0.0
ND,PFHpS,0.0
ND,PFHxA,0.0
ND,PFHxS,0.0
ND,PFMBA,0.0
ND,PFMPA,0.0
ND,PFNA,0.0
ND,PFOA,0.0
ND,PFOS,0.0
ND,PFPeA,0.0
ND,PFPeS,0.0
ND,PFTA,0.0
ND,PFTrDA,0.0
ND,PFUnA,0.0
NE,11Cl-PF3OUDS,0.0
NE,4:2 FTS,0.0
NE,6:2 FTS,0.0
NE,8:2 FTS,0.0
NE,9Cl-PF3ONS,0.0
NE,ADONA,0.0
NE,HFPO-DA,0.0
NE,NETFOSAA,0.0
NE,NFDHA,0.0
NE,NMEFOSAA,0.0
NE,PFBA,0.0
NE,PFBS,0.0
NE,PFDA,0.0
NE,PFDoA,0.0
NE,PFEESA,0.0
NE,PFHpA,0.0
NE,PFHpS,0.0
NE,PFHxA,0.0
NE,PFHxS,0.0
NE,PFMBA,0.0
NE,PFMPA,0.0
NE,PFNA,0.0
NE,PFOA,0.0
NE,PFOS,0.0
NE,PFPeA,0.0
NE,PFPeS,0.0
NE,PFTA,0.0
NE,PFTrDA,0.0
NE,PFUnA,0.0
NH,11Cl-PF3OUDS,0.0
NH,4:2 FTS,0.0
NH,6:2 FTS,0.0
NH,8:2 FTS,0.0
NH,9Cl-PF3ONS,0.0
NH,ADONA,0.0
NH,HFPO-DA,0.0
NH,NETFOSAA,0.0
NH,NFDHA,0.0
NH,NMEFOSAA,0.0
NH,PFBA,0.0
NH,PFBS,0.0
NH,PFDA,0.0
NH,PFDoA,0.0
NH,PFEESA,0.0
NH,PFHpA,0.0
NH,PFHpS,0.0
NH,PFHxA,0.0
NH,PFHxS,0.0
NH,PFMBA,0.0
NH,PFMPA,0.0
NH,PFNA,0.0
NH,PFOA,0.0
NH,PFOS,0.0
NH,PFPeA,0.0
NH,PFPeS,0.0
NH,PFTA,0.0
NH,PFTrDA,0.0
NH,PFUnA,0.0
NJ,11Cl-PF3OUDS,0.0
NJ,4:2 FTS,0.0
NJ,6:2 FTS,0.0
NJ,8:2 FTS,0.0
NJ,9Cl-PF3ONS,0.0
NJ,ADONA,0.0
NJ,HFPO-DA,0.0
NJ,NETFOSAA,0.0
NJ,NFDHA,0.0
NJ,NMEFOSAA,0.0
NJ,PFBA,0.0
NJ,PFBS,0.0
NJ,PFDA,0.0
NJ,PFDoA,0.0
NJ,PFEESA,0.0
NJ,PFHpA,0.0
NJ,PFHpS,0.0
NJ,PFHxA,0.0
NJ,PFHxS,0.0
NJ,PFMBA,0.0
NJ,PFMPA,0.0
NJ,PFNA,0.0
NJ,PFOA,0.0
NJ,PFOS,0.0
NJ,PFPeA,0.0
NJ,PFPeS,0.0
NJ,PFTA,0.0
NJ,PFTrDA,0.0
NJ,PFUnA,0.0
NM,11Cl-PF3OUDS,0.0
NM,4:2 FTS,0.0
NM,6:2 FTS,0.0
NM,8:2 FTS,0.0
NM,9Cl-PF3ONS,0.0
NM,ADONA,0.0
NM,HFPO-DA,0.0
NM,NETFOSAA,0.0
NM,NFDHA,0.0
NM,NMEFOSAA,0.0
NM,PFBA,0.0
NM,PFBS,0.0
NM,PFDA,0.0
NM,PFDoA,0.0
NM,PFEESA,0.0
NM,PFHpA,0.0
NM,PFHpS,0.0
NM,PFHxA,0.0
NM,PFHxS,0.0
NM,PFMBA,0.0
NM,PFMPA,0.0
NM,PFNA,0.0
NM,PFOA,0.0
NM,PFOS,0.0
NM,PFPeA,0.0
NM,PFPeS,0.0
NM,PFTA,0.0
NM,PFTrDA,0.0
NM,PFUnA,0.0
NN,11Cl-PF3OUDS,0.0
NN,4:2 FTS,0.0
NN,6:2 FTS,0.0
NN,8:2 FTS,0.0
NN,9Cl-PF3ONS,0.0
NN,ADONA,0.0
NN,HFPO-DA,0.0
NN,NETFOSAA,0.0
NN,NFDHA,0.0
NN,NMEFOSAA,0.0
NN,PFBA,0.0
NN,PFBS,0.0
NN,PFDA,0.0
NN,PFDoA,0.0
NN,PFEESA,0.0
NN,PFHpA,0.0
NN,PFHpS,0.0
NN,PFHxA,0.0
NN,PFHxS,0.0
NN,PFMBA,0.0
NN,PFMPA,0.0
NN,PFNA,0.0
NN,PFOA,0.0
NN,PFOS,0.0
NN,PFPeA,0.0
NN,PFPeS,0.0
NN,PFTA,0.0
NN,PFTrDA,0.0
NN,PFUnA,0.0
NV,11Cl-PF3OUDS,0.0
NV,4:2 FTS,0.0
NV,6:2 FTS,0.0
NV,8:2 FTS,0.0
NV,9Cl-PF3ONS,0.0
NV,ADONA,0.0
NV,HFPO-DA,0.0
NV,NETFOSAA,0.0
NV,NFDHA,0.0
NV,NMEFOSAA,0.0
NV,PFBA,0.0
NV,PFBS,0.0
NV,PFDA,0.0
NV,PFDoA,0.0
NV,PFEESA,0.0
NV,PFHpA,0.0
NV,PFHpS,0.0
NV,PFHxA,0.0
NV,PFHxS,0.0
NV,PFMBA,0.0
NV,PFMPA,0.0
NV,PFNA,0.0
NV,PFOA,0.0
NV,PFOS,0.0
NV,PFPeA,0.0
NV,PFPeS,0.0
NV,PFTA,0.0
NV,PFTrDA,0.0
NV,PFUnA,0.0
NY,11Cl-PF3OUDS,0.0
NY,4:2 FTS,0.0
NY,6:2 FTS,0.0
NY,8:2 FTS,0.0
NY,9Cl-PF3ONS,0.0
NY,ADONA,0.0
NY,HFPO-DA,0.0
NY,NETFOSAA,0.0
NY,NFDHA,0.0
NY,NMEFOSAA,0.0
NY,PFBA,0.0
NY,PFBS,0.0
NY,PFDA,0.0
NY,PFDoA,0.0
NY,PFEESA,0.0
NY,PFHpA,0.0
NY,PFHpS,0.0
NY,PFHxA,0.0
NY,PFHxS,0.0
NY,PFMBA,0.0
NY,PFMPA,0.0
NY,PFNA,0.0
NY,PFOA,0.0
NY,PFOS,0.0
NY,PFPeA,0.0
NY,PFPeS,0.0
NY,PFTA,0.0
NY,PFTrDA,0.0
NY,PFUnA,0.0
OH,11Cl-PF3OUDS,0.0
OH,4:2 FTS,0.0
OH,6:2 FTS,0.0
OH,8:2 FTS,0.0
OH,9Cl-PF3ONS,0.0
OH,ADONA,0.0
OH,HFPO-DA,0.0
OH,NETFOSAA,0.0
OH,NFDHA,0.0
OH,NMEFOSAA,0.0
OH,PFBA,0.0
OH,PFBS,0.0
OH,PFDA,0.0
OH,PFDoA,0.0
OH,PFEESA,0.0
OH,PFHpA,0.0
OH,PFHpS,0.0
OH,PFHxA,0.0
OH,PFHxS,0.0
OH,PFMBA,0.0
OH,PFMPA,0.0
OH,PFNA,0.0
OH,PFOA,0.0
OH,PFOS,0.0
OH,PFPeA,0.0
OH,PFPeS,0.0
OH,PFTA,0.0
OH,PFTrDA,0.0
OH,PFUnA,0.0
OK,11Cl-PF3OUDS,0.0
OK,4:2 FTS,0.0
OK,6:2 FTS,0.0
OK,8:2 FTS,0.0
OK,9Cl-PF3ONS,0.0
OK,ADONA,0.0
OK,HFPO-DA,0.0
OK,NETFOSAA,0.0
OK,NFDHA,0.0
OK,NMEFOSAA,0.0
OK,PFBA,0.0
OK,PFBS,0.0
OK,PFDA,0.0
OK,PFDoA,0.0
OK,PFEESA,0.0
OK,PFHpA,0.0
OK,PFHpS,0.0
OK,PFHxA,0.0
OK,PFHxS,0.0
OK,PFMBA,0.0
OK,PFMPA,0.0
OK,PFNA,0.0
OK,PFOA,0.0
OK,PFOS,0.0
OK,PFPeA,0.0
OK,PFPeS,0.0
OK,PFTA,0.0
OK,PFTrDA,0.0
OK,PFUnA,0.0
OR,11Cl-PF3OUDS,0.0
OR,4:2 FTS,0.0
OR,6:2 FTS,0.0
OR,8:2 FTS,0.0
OR,9Cl-PF3ONS,0.0
OR,ADONA,0.0
OR,HFPO-DA,0.0
OR,NETFOSAA,0.0
OR,NFDHA,0.0
OR,NMEFOSAA,0.0
OR,PFBA,0.0
OR,PFBS,0.0
OR,PFDA,0.0
OR,PFDoA,0.0
OR,PFEESA,0.0
OR,PFHpA,0.0
OR,PFHpS,0.0
OR,PFHxA,0.0
OR,PFHxS,0.0
OR,PFMBA,0.0
OR,PFMPA,0.0
OR,PFNA,0.0
OR,PFOA,0.0
OR,PFOS,0.0
OR,PFPeA,0.0
OR,PFPeS,0.0
OR,PFTA,0.0
OR,PFTrDA,0.0
OR,PFUnA,0.0
PA,11Cl-PF3OUDS,0.0
PA,4:2 FTS,0.0
PA,6:2 FTS,0.0
PA,8:2 FTS,0.0
PA,9Cl-PF3ONS,0.0
PA,ADONA,0.0
PA,HFPO-DA,0.0
PA,NETFOSAA,0.0
PA,NFDHA,0.0
PA,NMEFOSAA,0.0
PA,PFBA,0.0
PA,PFBS,0.0
PA,PFDA,0.0
PA,PFDoA,0.0
PA,PFEESA,0.0
PA,PFHpA,0.0
PA,PFHpS,0.0
PA,PFHxA,0.0
PA,PFHxS,0.0
PA,PFMBA,0.0
PA,PFMPA,0.0
PA,PFNA,0.0
PA,PFOA,0.0
PA,PFOS,0.0
PA,PFPeA,0.0
PA,PFPeS,0.0
PA,PFTA,0.0
PA,PFTrDA,0.0
PA,PFUnA,0.0
PR,11Cl-PF3OUDS,0.0
PR,4:2 FTS,0.0
PR,6:2 FTS,0.0
PR,8:2 FTS,0.0
PR,9Cl-PF3ONS,0.0
PR,ADONA,0.0
PR,HFPO-DA,0.0
PR,NETFOSAA,0.0
PR,NFDHA,0.0
PR,NMEFOSAA,0.0
PR,PFBA,0.0
PR,PFBS,0.0
PR,PFDA,0.0
PR,PFDoA,0.0
PR,PFEESA,0.0
PR,PFHpA,0.0
PR,PFHpS,0.0
PR,PFHxA,0.0
PR,PFHxS,0.0
PR,PFMBA,0.0
PR,PFMPA,0.0
PR,PFNA,0.0
PR,PFOA,0.0
PR,PFOS,0.0
PR,PFPeA,0.0
PR,PFPeS,0.0
PR,PFTA,0.0
PR,PFTrDA,0.0
PR,PFUnA,0.0
RI,11Cl-PF3OUDS,0.0
RI,4:2 FTS,0.0
RI,6:2 FTS,0.0
RI,8:2 FTS,0.0
RI,9Cl-PF3ONS,0.0
RI,ADONA,0.0
RI,HFPO-DA,0.0
RI,NETFOSAA,0.0
RI,NFDHA,0.0
RI,NMEFOSAA,0.0
RI,PFBA,0.0
RI,PFBS,0.0
RI,PFDA,0.0
RI,PFDoA,0.0
RI,PFEESA,0.0
RI,PFHpA,0.0
RI,PFHpS,0.0
RI,PFHxA,0.0
RI,PFHxS,0.0
RI,PFMBA,0.0
RI,PFMPA,0.0
RI,PFNA,0.0
RI,PFOA,0.0
RI,PFOS,0.0
RI,PFPeA,0.0
RI,PFPeS,0.0
RI,PFTA,0.0
RI,PFTrDA,0.0
RI,PFUnA,0.0
SC,11Cl-PF3OUDS,0.0
SC,4:2 FTS,0.0
SC,6:2 FTS,0.0
SC,8:2 FTS,0.0
SC,9Cl-PF3ONS,0.0
SC,ADONA,0.0
SC,HFPO-DA,0.0
SC,NETFOSAA,0.0
SC,NFDHA,0.0
SC,NMEFOSAA,0.0
SC,PFBA,0.0
SC,PFBS,0.0
SC,PFDA,0.0
SC,PFDoA,0.0
SC,PFEESA,0.0
SC,PFHpA,0.0
SC,PFHpS,0.0
SC,PFHxA,0.0
SC,PFHxS,0.0
SC,PFMBA,0.0
SC,PFMPA,0.0
SC,PFNA,0.0
SC,PFOA,0.0
SC,PFOS,0.0
SC,PFPeA,0.0
SC,PFPeS,0.0
SC,PFTA,0.0
SC,PFTrDA,0.0
SC,PFUnA,0.0
SD,11Cl-PF3OUDS,0.0
SD,4:2 FTS,0.0
SD,6:2 FTS,0.0
SD,8:2 FTS,0.0
SD,9Cl-PF3ONS,0.0
SD,ADONA,0.0
SD,HFPO-DA,0.0
SD,NETFOSAA,0.0
SD,NFDHA,0.0
SD,NMEFOSAA,0.0
SD,PFBA,0.0
SD,PFBS,0.0
SD,PFDA,0.0
SD,PFDoA,0.0
SD,PFEESA,0.0
SD,PFHpA,0.0
SD,PFHpS,0.0
SD,PFHxA,0.0
SD,PFHxS,0.0
SD,PFMBA,0.0
SD,PFMPA,0.0
SD,PFNA,0.0
SD,PFOA,0.0
SD,PFOS,0.0
SD,PFPeA,0.0
SD,PFPeS,0.0
SD,PFTA,0.0
SD,PFTrDA,0.0
SD,PFUnA,0.0
TN,11Cl-PF3OUDS,0.0
TN,4:2 FTS,0.0
TN,6:2 FTS,0.0
TN,8:2 FTS,0.0
TN,9Cl-PF3ONS,0.0
TN,ADONA,0.0
TN,HFPO-DA,0.0
TN,NETFOSAA,0.0
TN,NFDHA,0.0
TN,NMEFOSAA,0.0
TN,PFBA,0.0
TN,PFBS,0.0
TN,PFDA,0.0
TN,PFDoA,0.0
TN,PFEESA,0.0
TN,PFHpA,0.0
TN,PFHpS,0.0
TN,PFHxA,0.0
TN,PFHxS,0.0
TN,PFMBA,0.0
TN,PFMPA,0.0
TN,PFNA,0.0
TN,PFOA,0.0
TN,PFOS,0.0
TN,PFPeA,0.0
TN,PFPeS,0.0
TN,PFTA,0.0
TN,PFTrDA,0.0
TN,PFUnA,0.0
TX,11Cl-PF3OUDS,0.0
TX,4:2 FTS,0.0
TX,6:2 FTS,0.0
TX,8:2 FTS,0.0
TX,9Cl-PF3ONS,0.0
TX,ADONA,0.0
TX,HFPO-DA,0.0
TX,NETFOSAA,0.0
TX,NFDHA,0.0
TX,NMEFOSAA,0.0
TX,PFBA,0.0
TX,PFBS,0.0
TX,PFDA,0.0
TX,PFDoA,0.0
TX,PFEESA,0.0
TX,PFHpA,0.0
TX,PFHpS,0.0
TX,PFHxA,0.0
TX,PFHxS,0.0
TX,PFMBA,0.0
TX,PFMPA,0.0
TX,PFNA,0.0
TX,PFOA,0.0
TX,PFOS,0.0
TX,PFPeA,0.0
TX,PFPeS,0.0
TX,PFTA,0.0
TX,PFTrDA,0.0
TX,PFUnA,0.0
UT,11Cl-PF3OUDS,0.0
UT,4:2 FTS,0.0
UT,6:2 FTS,0.0
UT,8:2 FTS,0.0
UT,9Cl-PF3ONS,0.0
UT,ADONA,0.0
UT,HFPO-DA,0.0
UT,NETFOSAA,0.0
UT,NFDHA,0.0
UT,NMEFOSAA,0.0
UT,PFBA,0.0
UT,PFBS,0.0
UT,PFDA,0.0
UT,PFDoA,0.0
UT,PFEESA,0.0
UT,PFHpA,0.0
UT,PFHpS,0.0
UT,PFHxA,0.0
UT,PFHxS,0.0
UT,PFMBA,0.0
UT,PFMPA,0.0
UT,PFNA,0.0
UT,PFOA,0.0
UT,PFOS,0.0
UT,PFPeA,0.0
UT,PFPeS,0.0
UT,PFTA,0.0
UT,PFTrDA,0.0
UT,PFUnA,0.0
VA,11Cl-PF3OUDS,0.0
VA,4:2 FTS,0.0
VA,6:2 FTS,0.0
VA,8:2 FTS,0.0
VA,9Cl-PF3ONS,0.0
VA,ADONA,0.0
VA,HFPO-DA,0.0
VA,NETFOSAA,0.0
VA,NFDHA,0.0
VA,NMEFOSAA,0.0
VA,PFBA,0.0
VA,PFBS,0.0
VA,PFDA,0.0
VA,PFDoA,0.0
VA,PFEESA,0.0
VA,PFHpA,0.0
VA,PFHpS,0.0
VA,PFHxA,0.0
VA,PFHxS,0.0
VA,PFMBA,0.0
VA,PFMPA,0.0
VA,PFNA,0.0
VA,PFOA,0.0
VA,PFOS,0.0
VA,PFPeA,0.0
VA,PFPeS,0.0
VA,PFTA,0.0
VA,PFTrDA,0.0
VA,PFUnA,0.0
VI,11Cl-PF3OUDS,0.0
VI,4:2 FTS,0.0
VI,6:2 FTS,0.0
VI,8:2 FTS,0.0
VI,9Cl-PF3ONS,0.0
VI,ADONA,0.0
VI,HFPO-DA,0.0
VI,NETFOSAA,0.0
VI,NFDHA,0.0
VI,NMEFOSAA,0.0
VI,PFBA,0.0
VI,PFBS,0.0
VI,PFDA,0.0
VI,PFDoA,0.0
VI,PFEESA,0.0
VI,PFHpA,0.0
VI,PFHpS,0.0
VI,PFHxA,0.0
VI,PFHxS,0.0
VI,PFMBA,0.0
VI,PFMPA,0.0
VI,PFNA,0.0
VI,PFOA,0.0
VI,PFOS,0.0
VI,PFPeA,0.0
VI,PFPeS,0.0
VI,PFTA,0.0
VI,PFTrDA,0.0
VI,PFUnA,0.0
VT,11Cl-PF3OUDS,0.0
VT,4:2 FTS,0.0
VT,6:2 FTS,0.0
VT,8:2 FTS,0.0
VT,9Cl-PF3ONS,0.0
VT,ADONA,0.0
VT,HFPO-DA,0.0
VT,NETFOSAA,0.0
VT,NFDHA,0.0
VT,NMEFOSAA,0.0
VT,PFBA,0.0
VT,PFBS,0.0
VT,PFDA,0.0
VT,PFDoA,0.0
VT,PFEESA,0.0
VT,PFHpA,0.0
VT,PFHpS,0.0
VT,PFHxA,0.0
VT,PFHxS,0.0
VT,PFMBA,0.0
VT,PFMPA,0.0
VT,PFNA,0.0
VT,PFOA,0.0
VT,PFOS,0.0
VT,PFPeA,0.0
VT,PFPeS,0.0
VT,PFTA,0.0
VT,PFTrDA,0.0
VT,PFUnA,0.0
WA,11Cl-PF3OUDS,0.0
WA,4:2 FTS,0.0
WA,6:2 FTS,0.0
WA,8:2 FTS,0.0
WA,9Cl-PF3ONS,0.0
WA,ADONA,0.0
WA,HFPO-DA,0.0
WA,NETFOSAA,0.0
WA,NFDHA,0.0
WA,NMEFOSAA,0.0
WA,PFBA,0.0
WA,PFBS,0.0
WA,PFDA,0.0
WA,PFDoA,0.0
WA,PFEESA,0.0
WA,PFHpA,0.0
WA,PFHpS,0.0
WA,PFHxA,0.0
WA,PFHxS,0.0
WA,PFMBA,0.0
WA,PFMPA,0.0
WA,PFNA,0.0
WA,PFOA,0.0
WA,PFOS,0.0
WA,PFPeA,0.0
WA,PFPeS,0.0
WA,PFTA,0.0
WA,PFTrDA,0.0
WA,PFUnA,0.0
WI,11Cl-PF3OUDS,0.0
WI,4:2 FTS,0.0
WI,6:2 FTS,0.0
WI,8:2 FTS,0.0
WI,9Cl-PF3ONS,0.0
WI,ADONA,0.0
WI,HFPO-DA,0.0
WI,NETFOSAA,0.0
WI,NFDHA,0.0
WI,NMEFOSAA,0.0
WI,PFBA,0.0
WI,PFBS,0.0
WI,PFDA,0.0
WI,PFDoA,0.0
WI,PFEESA,0.0
WI,PFHpA,0.0
WI,PFHpS,0.0
WI,PFHxA,0.0
WI,PFHxS,0.0
WI,PFMBA,0.0
WI,PFMPA,0.0
WI,PFNA,0.0
WI,PFOA,0.0
WI,PFOS,0.0
WI,PFPeA,0.0
WI,PFPeS,0.0
WI,PFTA,0.0
WI,PFTrDA,0.0
WI,PFUnA,0.0
WV,11Cl-PF3OUDS,0.0
WV,4:2 FTS,0.0
WV,6:2 FTS,0.0
WV,8:2 FTS,0.0
WV,9Cl-PF3ONS,0.0
WV,ADONA,0.0
WV,HFPO-DA,0.0
WV,NETFOSAA,0.0
WV,NFDHA,0.0
WV,NMEFOSAA,0.0
WV,PFBA,0.0
WV,PFBS,0.0
WV,PFDA,0.0
WV,PFDoA,0.0
WV,PFEESA,0.0
WV,PFHpA,0.0
WV,PFHpS,0.0
WV,PFHxA,0.0
WV,PFHxS,0.0
WV,PFMBA,0.0
WV,PFMPA,0.0
WV,PFNA,0.0
WV,PFOA,0.0
WV,PFOS,0.0
WV,PFPeA,0.0
WV,PFPeS,0.0
WV,PFTA,0.0
WV,PFTrDA,0.0
WV,PFUnA,0.0
WY,11Cl-PF3OUDS,0.0
WY,4:2 FTS,0.0
WY,6:2 FTS,0.0
WY,8:2 FTS,0.0
WY,9Cl-PF3ONS,0.0
WY,ADONA,0.0
WY,HFPO-DA,0.0
WY,NETFOSAA,0.0
WY,NFDHA,0.0
WY,NMEFOSAA,0.0
WY,PFBA,0.0
WY,PFBS,0.0
WY,PFDA,0.0
WY,PFDoA,0.0
WY,PFEESA,0.0
WY,PFHpA,0.0
WY,PFHpS,0.0
WY,PFHxA,0.0
WY,PFHxS,0.0
WY,PFMBA,0.0
WY,PFMPA,0.0
WY,PFNA,0.0
WY,PFOA,0.0
WY,PFOS,0.0
WY,PFPeA,0.0
WY,PFPeS,0.0
WY,PFTA,0.0
WY,PFTrDA,0.0
WY,PFUnA,0.0
